Unnamed: 0,Administration,NAME,Type,titre,titre_encoded,IREL_url,Coordonnees,latitude,longitude,Administration_bis,Lieu-dit_bis
11693,Yvelines ; France,Saint-Cyr ,,Saint-Cyr (Yvelines ; France),Saint-Cyr%20%28Yvelines%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Cyr%20%28Yvelines%20%3B%20France%29,48.7987 2.0681,48.7987,2.0681,,
11694,Gondelour ; Inde,Saint-David,Fort ,Saint-DavidFort (Gondelour ; Inde),Saint-DavidFort%20%28Gondelour%20%3B%20Inde%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-DavidFort%20%28Gondelour%20%3B%20Inde%29,,,,,
11695,Loire ; France,Saint-Denis-de-Cabanne ,,Saint-Denis-de-Cabanne (Loire ; France),Saint-Denis-de-Cabanne%20%28Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Denis-de-Cabanne%20%28Loire%20%3B%20France%29,46.1750 4.2128,46.1750,4.2128,,
11696,Loiret ; France,Saint-Denis-de-l\'Hôtel ,,Saint-Denis-de-l\Hôtel (Loiret ; France),Saint-Denis-de-l%5CH%C3%B4tel%20%28Loiret%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Denis-de-l%5CH%C3%B4tel%20%28Loiret%20%3B%20France%29,,,,,
11697,Algérie,Saint-Denis-du-Sig ,,Saint-Denis-du-Sig (Algérie),Saint-Denis-du-Sig%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Denis-du-Sig%20%28Alg%C3%A9rie%29,35.5283 -0.1937,35.5283,-0.1937,,
11698,Loiret ; France,Saint-Denis-en-Val ,,Saint-Denis-en-Val (Loiret ; France),Saint-Denis-en-Val%20%28Loiret%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Denis-en-Val%20%28Loiret%20%3B%20France%29,47.8785 1.9571,47.8785,1.9571,,
11699,Seine-Maritime ; France,Saint-Denis-sur-Scie ,,Saint-Denis-sur-Scie (Seine-Maritime ; France),Saint-Denis-sur-Scie%20%28Seine-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Denis-sur-Scie%20%28Seine-Maritime%20%3B%20France%29,49.7052 1.0949,49.7052,1.0949,,
11700,"Réunion, Île de la",Saint-Denis/Saint-Pierre,Voie ferrée ,Saint-Denis/Saint-PierreVoie ferrée (RéunionÎle de la),Saint-Denis/Saint-PierreVoie%20ferr%C3%A9e%20%28R%C3%A9union%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Denis/Saint-PierreVoie%20ferr%C3%A9e%20%28R%C3%A9union%C3%8Ele%20de%20la%29,,,,,
11701,"Guadeloupe, Île de la",Saint-Denis,Cours d\'eau ,Saint-DenisCours d\eau (GuadeloupeÎle de la),Saint-DenisCours%20d%5Ceau%20%28Guadeloupe%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-DenisCours%20d%5Ceau%20%28Guadeloupe%C3%8Ele%20de%20la%29,,,,,
11702,"Réunion, Île de la",Saint-Denis,Cours d\'eau ,Saint-DenisCours d\eau (RéunionÎle de la),Saint-DenisCours%20d%5Ceau%20%28R%C3%A9union%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-DenisCours%20d%5Ceau%20%28R%C3%A9union%C3%8Ele%20de%20la%29,,,,,
11703,Loiret ; France,Saint-Denis ,,Saint-Denis (Loiret ; France),Saint-Denis%20%28Loiret%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Denis%20%28Loiret%20%3B%20France%29,47.8785 1.9571,47.8785,1.9571,,
11704,"Réunion, Île de la",Saint-Denis ,,Saint-Denis (RéunionÎle de la),Saint-Denis%20%28R%C3%A9union%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Denis%20%28R%C3%A9union%C3%8Ele%20de%20la%29,,,,,
11705,Canada,Saint-Denis,Seigneurie ,Saint-DenisSeigneurie (Canada),Saint-DenisSeigneurie%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-DenisSeigneurie%20%28Canada%29,,,,,
11706,Seine-Saint-Denis ; France,Saint-Denis ,,Saint-Denis (Seine-Saint-Denis ; France),Saint-Denis%20%28Seine-Saint-Denis%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Denis%20%28Seine-Saint-Denis%20%3B%20France%29,48.9342 2.3548,48.9342,2.3548,,
11707,Ain ; France,Saint-Didier-sur-Chalaronne ,,Saint-Didier-sur-Chalaronne (Ain ; France),Saint-Didier-sur-Chalaronne%20%28Ain%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Didier-sur-Chalaronne%20%28Ain%20%3B%20France%29,46.1770 4.8179,46.1770,4.8179,,
11708,Ain ; France,Saint-Didier ,,Saint-Didier (Ain ; France),Saint-Didier%20%28Ain%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Didier%20%28Ain%20%3B%20France%29,46.1770 4.8179,46.1770,4.8179,,
11709,Vosges ; France,Saint-Dié-des-Vosges ,,Saint-Dié-des-Vosges (Vosges ; France),Saint-Di%C3%A9-des-Vosges%20%28Vosges%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Di%C3%A9-des-Vosges%20%28Vosges%20%3B%20France%29,48.2846 6.9509,48.2846,6.9509,,
11710,Vosges ; France,Saint-Dié ,,Saint-Dié (Vosges ; France),Saint-Di%C3%A9%20%28Vosges%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Di%C3%A9%20%28Vosges%20%3B%20France%29,48.2846 6.9509,48.2846,6.9509,,
11711,Drôme ; France,Saint-Dizier-en-Diois ,,Saint-Dizier-en-Diois (Drôme ; France),Saint-Dizier-en-Diois%20%28Dr%C3%B4me%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Dizier-en-Diois%20%28Dr%C3%B4me%20%3B%20France%29,44.5150 5.4778,44.5150,5.4778,,
11712,Creuse ; France,Saint-Dizier-la-Tour ,,Saint-Dizier-la-Tour (Creuse ; France),Saint-Dizier-la-Tour%20%28Creuse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Dizier-la-Tour%20%28Creuse%20%3B%20France%29,46.1469 2.1539,46.1469,2.1539,,
11713,Creuse ; France,Saint-Dizier-les-Domaines ,,Saint-Dizier-les-Domaines (Creuse ; France),Saint-Dizier-les-Domaines%20%28Creuse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Dizier-les-Domaines%20%28Creuse%20%3B%20France%29,46.3197 2.0353,46.3197,2.0353,,
11714,Creuse ; France,Saint-Dizier-Leyrenne ,,Saint-Dizier-Leyrenne (Creuse ; France),Saint-Dizier-Leyrenne%20%28Creuse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Dizier-Leyrenne%20%28Creuse%20%3B%20France%29,46.0303 1.7128,46.0303,1.7128,,
11715,Territoire de Belfort ; France,Saint-Dizier-l\'Évêque ,,Saint-Dizier-l\Évêque (Territoire de Belfort ; France),Saint-Dizier-l%5C%C3%89v%C3%AAque%20%28Territoire%20de%20Belfort%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Dizier-l%5C%C3%89v%C3%AAque%20%28Territoire%20de%20Belfort%20%3B%20France%29,,,,,
11716,Haute-Marne ; France,Saint-Dizier ,,Saint-Dizier (Haute-Marne ; France),Saint-Dizier%20%28Haute-Marne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Dizier%20%28Haute-Marne%20%3B%20France%29,48.6380 4.9456,48.6380,4.9456,,
11717,"Saint-Domingue, Île de",Saint-Domingue,Colonie espagnole ,Saint-DomingueColonie espagnole (Saint-DomingueÎle de),Saint-DomingueColonie%20espagnole%20%28Saint-Domingue%C3%8Ele%20de%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-DomingueColonie%20espagnole%20%28Saint-Domingue%C3%8Ele%20de%29,,,,,
11718,"Saint-Domingue, Île de",Saint-Domingue,Colonie française ,Saint-DomingueColonie française (Saint-DomingueÎle de),Saint-DomingueColonie%20fran%C3%A7aise%20%28Saint-Domingue%C3%8Ele%20de%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-DomingueColonie%20fran%C3%A7aise%20%28Saint-Domingue%C3%8Ele%20de%29,,,,,
11719,"Saint-Domingue, Île de) -- Nord'",Saint-Domingue,Colonie française ,Saint-DomingueColonie française (Saint-DomingueÎle de) -- Nord,Saint-DomingueColonie%20fran%C3%A7aise%20%28Saint-Domingue%C3%8Ele%20de%29%20--%20Nord,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-DomingueColonie%20fran%C3%A7aise%20%28Saint-Domingue%C3%8Ele%20de%29%20--%20Nord,,,,,
11720,"Saint-Domingue, Île de) -- Ouest'",Saint-Domingue,Colonie française ,Saint-DomingueColonie française (Saint-DomingueÎle de) -- Ouest,Saint-DomingueColonie%20fran%C3%A7aise%20%28Saint-Domingue%C3%8Ele%20de%29%20--%20Ouest,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-DomingueColonie%20fran%C3%A7aise%20%28Saint-Domingue%C3%8Ele%20de%29%20--%20Ouest,,,,,
11721,"Saint-Domingue, Île de) -- Sud'",Saint-Domingue,Colonie française ,Saint-DomingueColonie française (Saint-DomingueÎle de) -- Sud,Saint-DomingueColonie%20fran%C3%A7aise%20%28Saint-Domingue%C3%8Ele%20de%29%20--%20Sud,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-DomingueColonie%20fran%C3%A7aise%20%28Saint-Domingue%C3%8Ele%20de%29%20--%20Sud,,,,,
11722,Antilles,Saint-Domingue,Île de ,Saint-DomingueÎle de (Antilles),Saint-Domingue%C3%8Ele%20de%20%28Antilles%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Domingue%C3%8Ele%20de%20%28Antilles%29,,,,,
11723,Algérie,Saint-Donat ,,Saint-Donat (Algérie),Saint-Donat%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Donat%20%28Alg%C3%A9rie%29,36.1213 5.9867,36.1213,5.9867,,
11724,Eure ; France,Saint-Élier ,,Saint-Élier (Eure ; France),Saint-%C3%89lier%20%28Eure%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-%C3%89lier%20%28Eure%20%3B%20France%29,48.9786 0.9678,48.9786,0.9678,,
11725,Guyane française,Saint-Élie ,,Saint-Élie (Guyane française),Saint-%C3%89lie%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-%C3%89lie%20%28Guyane%20fran%C3%A7aise%29,4.8227 -53.2764,4.8227,-53.2764,,
11726,Ille-et-Vilaine ; France,Saint-Énogat ,,Saint-Énogat (Ille-et-Vilaine ; France),Saint-%C3%89nogat%20%28Ille-et-Vilaine%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-%C3%89nogat%20%28Ille-et-Vilaine%20%3B%20France%29,48.6333 -2.0603,48.6333,-2.0603,,
11727,Floride ; États-Unis,Saint-Esprit,Baie du ,Saint-EspritBaie du (Floride ; États-Unis),Saint-EspritBaie%20du%20%28Floride%20%3B%20%C3%89tats-Unis%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-EspritBaie%20du%20%28Floride%20%3B%20%C3%89tats-Unis%29,,,,,
11728,"Cap-Breton, Île du",Saint-Esprit ,,Saint-Esprit (Cap-BretonÎle du),Saint-Esprit%20%28Cap-Breton%C3%8Ele%20du%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Esprit%20%28Cap-Breton%C3%8Ele%20du%29,,,,,
11729,États-Unis,Saint-Esprit,Cours d\'eau ,Saint-EspritCours d\eau (États-Unis),Saint-EspritCours%20d%5Ceau%20%28%C3%89tats-Unis%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-EspritCours%20d%5Ceau%20%28%C3%89tats-Unis%29,,,,,
11730,"Martinique, Île de la",Saint-Esprit ,,Saint-Esprit (MartiniqueÎle de la),Saint-Esprit%20%28Martinique%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Esprit%20%28Martinique%C3%8Ele%20de%20la%29,,,,,
11731,Seine-Maritime ; France,Saint-Étienne-du-Rouvray ,,Saint-Étienne-du-Rouvray (Seine-Maritime ; France),Saint-%C3%89tienne-du-Rouvray%20%28Seine-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-%C3%89tienne-du-Rouvray%20%28Seine-Maritime%20%3B%20France%29,49.3786 1.1050,49.3786,1.1050,,
11732,Hautes-Alpes ; France,Saint-Étienne-en-Dévoluy ,,Saint-Étienne-en-Dévoluy (Hautes-Alpes ; France),Saint-%C3%89tienne-en-D%C3%A9voluy%20%28Hautes-Alpes%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-%C3%89tienne-en-D%C3%A9voluy%20%28Hautes-Alpes%20%3B%20France%29,44.6933 5.9419,44.6933,5.9419,,
11733,Rhône ; France,Saint-Étienne-la-Varenne ,,Saint-Étienne-la-Varenne (Rhône ; France),Saint-%C3%89tienne-la-Varenne%20%28Rh%C3%B4ne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-%C3%89tienne-la-Varenne%20%28Rh%C3%B4ne%20%3B%20France%29,46.0775 4.6314,46.0775,4.6314,,
11734,Alpes-de-Haute-Provence ; France,Saint-Étienne-les-Orgues ,,Saint-Étienne-les-Orgues (Alpes-de-Haute-Provence ; France),Saint-%C3%89tienne-les-Orgues%20%28Alpes-de-Haute-Provence%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-%C3%89tienne-les-Orgues%20%28Alpes-de-Haute-Provence%20%3B%20France%29,44.0467 5.7811,44.0467,5.7811,,
11735,"Réunion, Île de la",Saint-Étienne,Cours d\'eau ,Saint-ÉtienneCours d\eau (RéunionÎle de la),Saint-%C3%89tienneCours%20d%5Ceau%20%28R%C3%A9union%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-%C3%89tienneCours%20d%5Ceau%20%28R%C3%A9union%C3%8Ele%20de%20la%29,,,,,
11736,Loire ; France,Saint-Étienne ,,Saint-Étienne (Loire ; France),Saint-%C3%89tienne%20%28Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-%C3%89tienne%20%28Loire%20%3B%20France%29,45.4333 4.4,45.4333,4.4,,
11737,Canada,Saint-Étienne,Seigneurie ,Saint-ÉtienneSeigneurie (Canada),Saint-%C3%89tienneSeigneurie%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-%C3%89tienneSeigneurie%20%28Canada%29,,,,,
11738,Algérie,Saint-Eugène ,,Saint-Eugène (Algérie),Saint-Eug%C3%A8ne%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Eug%C3%A8ne%20%28Alg%C3%A9rie%29,36.8067 3.0402,36.8067,3.0402,,
11739,Yonne ; France,Saint-Fargeau ,,Saint-Fargeau (Yonne ; France),Saint-Fargeau%20%28Yonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Fargeau%20%28Yonne%20%3B%20France%29,47.6408 3.0714,47.6408,3.0714,,
11740,Pyrénées-Atlantiques ; France,Saint-Faust ,,Saint-Faust (Pyrénées-Atlantiques ; France),Saint-Faust%20%28Pyr%C3%A9n%C3%A9es-Atlantiques%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Faust%20%28Pyr%C3%A9n%C3%A9es-Atlantiques%20%3B%20France%29,43.2694 -0.4510,43.2694,-0.4510,,
11741,Dordogne ; France,Saint-Félix-de-Bourdeilles ,,Saint-Félix-de-Bourdeilles (Dordogne ; France),Saint-F%C3%A9lix-de-Bourdeilles%20%28Dordogne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-F%C3%A9lix-de-Bourdeilles%20%28Dordogne%20%3B%20France%29,45.4158 0.5681,45.4158,0.5681,,
11742,Ariège ; France,Saint-Félix-de-Tournegat ,,Saint-Félix-de-Tournegat (Ariège ; France),Saint-F%C3%A9lix-de-Tournegat%20%28Ari%C3%A8ge%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-F%C3%A9lix-de-Tournegat%20%28Ari%C3%A8ge%20%3B%20France%29,43.1319 1.7492,43.1319,1.7492,,
11743,Haute-Garonne ; France,Saint-Félix-Lauragais ,,Saint-Félix-Lauragais (Haute-Garonne ; France),Saint-F%C3%A9lix-Lauragais%20%28Haute-Garonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-F%C3%A9lix-Lauragais%20%28Haute-Garonne%20%3B%20France%29,43.4486 1.8881,43.4486,1.8881,,
11744,Haute-Garonne ; France,Saint-Félix ,,Saint-Félix (Haute-Garonne ; France),Saint-F%C3%A9lix%20%28Haute-Garonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-F%C3%A9lix%20%28Haute-Garonne%20%3B%20France%29,43.4486 1.8881,43.4486,1.8881,,
11745,Haute-Savoie ; France,Saint-Félix ,,Saint-Félix (Haute-Savoie ; France),Saint-F%C3%A9lix%20%28Haute-Savoie%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-F%C3%A9lix%20%28Haute-Savoie%20%3B%20France%29,45.8017 5.9731,45.8017,5.9731,,
11746,Algérie,Saint-Ferdinand ,,Saint-Ferdinand (Algérie),Saint-Ferdinand%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Ferdinand%20%28Alg%C3%A9rie%29,36.5989 3.1629,36.5989,3.1629,,
11747,Indre ; France,Saint-Florentin ,,Saint-Florentin (Indre ; France),Saint-Florentin%20%28Indre%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Florentin%20%28Indre%20%3B%20France%29,47.0782 1.8007,47.0782,1.8007,,
11748,Yonne ; France,Saint-Florentin ,,Saint-Florentin (Yonne ; France),Saint-Florentin%20%28Yonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Florentin%20%28Yonne%20%3B%20France%29,48.0025 3.7258,48.0025,3.7258,,
11749,Cantal ; France,Saint-Flour ,,Saint-Flour (Cantal ; France),Saint-Flour%20%28Cantal%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Flour%20%28Cantal%20%3B%20France%29,45.0334 3.0965,45.0334,3.0965,,
11750,Rhône ; France,Saint-Fons ,,Saint-Fons (Rhône ; France),Saint-Fons%20%28Rh%C3%B4ne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Fons%20%28Rh%C3%B4ne%20%3B%20France%29,45.7094 4.8539,45.7094,4.8539,,
11751,Charente ; France,Saint-Fraigne ,,Saint-Fraigne (Charente ; France),Saint-Fraigne%20%28Charente%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Fraigne%20%28Charente%20%3B%20France%29,45.9536 -0.0097,45.9536,-0.0097,,
11752,Roura ; Guyane française,Saint-François-Xavier,Habitation ,Saint-François-XavierHabitation (Roura ; Guyane française),Saint-Fran%C3%A7ois-XavierHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Fran%C3%A7ois-XavierHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,,,,,
11753,Canada,Saint-François ,,Saint-François (Canada),Saint-Fran%C3%A7ois%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Fran%C3%A7ois%20%28Canada%29,46.0737 -72.8145,46.0737,-72.8145,,
11754,Missouri/Arkansas ; États-Unis,Saint-François,Cours d\'eau ,Saint-FrançoisCours d\eau (Missouri/Arkansas ; États-Unis),Saint-Fran%C3%A7oisCours%20d%5Ceau%20%28Missouri/Arkansas%20%3B%20%C3%89tats-Unis%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Fran%C3%A7oisCours%20d%5Ceau%20%28Missouri/Arkansas%20%3B%20%C3%89tats-Unis%29,,,,,
11755,Arkansas ; États-Unis,Saint-François,Fort ,Saint-FrançoisFort (Arkansas ; États-Unis),Saint-Fran%C3%A7oisFort%20%28Arkansas%20%3B%20%C3%89tats-Unis%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Fran%C3%A7oisFort%20%28Arkansas%20%3B%20%C3%89tats-Unis%29,,,,,
11756,"Guadeloupe, Île de la",Saint-François ,,Saint-François (GuadeloupeÎle de la),Saint-Fran%C3%A7ois%20%28Guadeloupe%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Fran%C3%A7ois%20%28Guadeloupe%C3%8Ele%20de%20la%29,,,,,
11757,Canada,Saint-François,Lac ,Saint-FrançoisLac (Canada),Saint-Fran%C3%A7oisLac%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Fran%C3%A7oisLac%20%28Canada%29,,,,,
11758,"Basse-Terre ; Guadeloupe, Île de la",Saint-François,Quartier ,Saint-FrançoisQuartier (Basse-Terre ; GuadeloupeÎle de la),Saint-Fran%C3%A7oisQuartier%20%28Basse-Terre%20%3B%20Guadeloupe%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Fran%C3%A7oisQuartier%20%28Basse-Terre%20%3B%20Guadeloupe%C3%8Ele%20de%20la%29,,,,,
11759,Canada,Saint-François,Seigneurie ,Saint-FrançoisSeigneurie (Canada),Saint-Fran%C3%A7oisSeigneurie%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Fran%C3%A7oisSeigneurie%20%28Canada%29,,,,,
11760,New York ; États-Unis,Saint-Frédéric,Fort ,Saint-FrédéricFort (New York ; États-Unis),Saint-Fr%C3%A9d%C3%A9ricFort%20%28New%20York%20%3B%20%C3%89tats-Unis%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Fr%C3%A9d%C3%A9ricFort%20%28New%20York%20%3B%20%C3%89tats-Unis%29,,,,,
11761,Charente-Maritime ; France,Saint-Froult ,,Saint-Froult (Charente-Maritime ; France),Saint-Froult%20%28Charente-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Froult%20%28Charente-Maritime%20%3B%20France%29,45.9186 -1.0586,45.9186,-1.0586,,
11762,Loire ; France,Saint-Galmier ,,Saint-Galmier (Loire ; France),Saint-Galmier%20%28Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Galmier%20%28Loire%20%3B%20France%29,45.5908 4.3181,45.5908,4.3181,,
11763,Haute-Garonne ; France,Saint-Gaudens ,,Saint-Gaudens (Haute-Garonne ; France),Saint-Gaudens%20%28Haute-Garonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Gaudens%20%28Haute-Garonne%20%3B%20France%29,43.1089 0.7242,43.1089,0.7242,,
11764,Loire ; France,Saint-Genis-Terrenoire ,,Saint-Genis-Terrenoire (Loire ; France),Saint-Genis-Terrenoire%20%28Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Genis-Terrenoire%20%28Loire%20%3B%20France%29,45.5331 4.5825,45.5331,4.5825,,
11765,Isère ; France,Saint-Geoire-en-Valdaine ,,Saint-Geoire-en-Valdaine (Isère ; France),Saint-Geoire-en-Valdaine%20%28Is%C3%A8re%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Geoire-en-Valdaine%20%28Is%C3%A8re%20%3B%20France%29,45.4575 5.6356,45.4575,5.6356,,
11766,Mayenne ; France,Saint-Georges-Buttavent ,,Saint-Georges-Buttavent (Mayenne ; France),Saint-Georges-Buttavent%20%28Mayenne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Georges-Buttavent%20%28Mayenne%20%3B%20France%29,48.3108 -0.6931,48.3108,-0.6931,,
11767,Manche ; France,Saint-Georges-de-Bohon ,,Saint-Georges-de-Bohon (Manche ; France),Saint-Georges-de-Bohon%20%28Manche%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Georges-de-Bohon%20%28Manche%20%3B%20France%29,49.2514 -1.2683,49.2514,-1.2683,,
11768,Ghana,Saint-Georges-de-la-Mine,Fort ,Saint-Georges-de-la-MineFort (Ghana),Saint-Georges-de-la-MineFort%20%28Ghana%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Georges-de-la-MineFort%20%28Ghana%29,,,,,
11769,Aveyron ; France,Saint-Georges-de-Luzençon ,,Saint-Georges-de-Luzençon (Aveyron ; France),Saint-Georges-de-Luzen%C3%A7on%20%28Aveyron%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Georges-de-Luzen%C3%A7on%20%28Aveyron%20%3B%20France%29,44.0653 2.9864,44.0653,2.9864,,
11770,Guyane française,Saint-Georges-de-l’Oyapock ,,Saint-Georges-de-l’Oyapock (Guyane française),Saint-Georges-de-l%E2%80%99Oyapock%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Georges-de-l%E2%80%99Oyapock%20%28Guyane%20fran%C3%A7aise%29,3.8890 -51.8010,3.8890,-51.8010,,
