,Administration,Lieu-dit,Type,Inutile
10871,"Cap-Breton, Île du",Port-Dauphin ,,
10872,Dauphin Island ; Alabama ; États-Unis,Port-Dauphin ,,
10873,"Nouvelle-Calédonie, Île de la",Port-de-France ,,
10874,"Guadeloupe, Île de la",Port-de-la-Liberté ,,
10875,"Saint-Domingue, Île de",Port-de-Paix ,,
10876,"Cap-Breton, Île du",Port-d\Orléans ,,
10877,Mauritanie,Port-Étienne ,,
10878,Chili,Port-Famine ,,
10879,Tunisie,Port-Farine ,,
10880,Gabon,Port-Gentil ,,
10881,Gabon,Port-Gentil,Subdivision ,
10882,Algérie,Port-Gueydon ,,
10883,"Éfaté, Île",Port-Havannah ,,
10884,Guinée,Port-Kamsar ,,
10885,"Prince-Édouard, Île du",Port-La-Joye ,,
10886,Finistère ; France,Port-Launay ,,
10887,"Guadeloupe, Île de la",Port-Libre ,,
10888,"Guadeloupe, Île de la",Port-Louis ,,
10889,"Maurice, Île",Port-Louis ,,
10890,Morbihan ; France,Port-Louis ,,
10891,Maroc,Port-Lyautey ,,
10892,"Minorque, Île",Port-Mahon ,,
10893,"Saint-Domingue, Île de",Port-Margot ,,
10894,"Maurice, Île de",Port-Napoléon ,,
10895,Vietnam,Port-Redon ,,
10896,"Saint-Domingue, Île de",Port-Républicain ,,
10897,Canada,Port-Royal ,,
10898,Égypte,Port-Saïd ,,
10899,"Prince-Édouard, Île du",Port-Saint-Pierre ,,
10900,Espagne,Port-Sainte-Marie ,,
10901,Lot-et-Garonne ; France,Port-Sainte-Marie ,,
10902,"Saint-Domingue, Île de",Port-Salut ,,
10903,Algérie,Port-Say ,,
10904,Soudan,Port-Soudan ,,
10905,"Maurice, Île",Port-Sud-Est ,,
10906,Haute-Saône ; France,Port-sur-Saône ,,
10907,"Cap-Breton, Île du",Port-Toulouse ,,
10908,Pyrénées-Orientales ; France,Port-Vendres ,,
10909,"Éfaté, Île",Port-Vila ,,
10910,Vietnam,Port-Wallut ,,
10911,New York ; États-Unis,Portage-de-Niagara,Fort ,
10912,Guyane française,Portal,Îlet ,
10913,Royaume-Uni,Portchester ,,
10914,Mauritanie,Portendick ,,
10915,Algérie,Portes de Fer,Défilé des ,
10916,Haute-Garonne ; France,Portet-d\Aspet ,,
10917,Vietnam,Porte de Chine ,,
10918,"Guadeloupe, Île de la",Portland ,,
10919,Canada,Portneuf,Baronnie ,
10920,Panama,Porto-Bello ,,
10921,Espagne,Porto-Marin ,,
10922,Bénin,Porto-Novo/Sakété,Voie ferrée ,
10923,Bénin,Porto-Novo ,,
10924,Bénin,Porto-Novo,Cercle ,
10925,Panama,Portobelo ,,
10926,"Elbe, Île d\'",Portoferraio ,,
10927,Espagne,Portomarin ,,
10928,"Elbe, Île d’",Porto Azzuro ,,
10929,Venezuela,Porto Cabello ,,
10930,"Elbe, Île d’",Porto Ferrajo ,,
10931,"Elbe, Île d’",Porto Longone ,,
10932,Italie,Porto Maurizio ,,
10933,Antilles,Porto Rico,Île ,
10934,"Madère, Archipel de",Porto Santo,Île de ,
10935,Togo,Porto Seguro ,,
10936,Portugal,Porto ,,
10937,New Hampshire ; États-Unis,Portsmouth ,,
10938,Royaume-Uni,Portsmouth ,,
10939,Sénégal,Portudal ,,
10940,,Portugal,,
10941,"Réunion, Île de la",Port de la Pointe des Galets ,,
10942,Canada,Port Hope ,,
10943,Italie,Port Maurice ,,
10944,Soudan,Port Sudan ,,
10945,République centrafricaine,Possel ,,
10946,Marne ; France,Possesse ,,
10947,Detroit ; Michigan ; États-Unis,Potéouatamis,Fort ,
10948,"Nouvelle-Calédonie, Île de la",Pothé ,,
10949,"Macouba ; Martinique, Île de la",Potiche ,,
10950,Brazzaville ; République du Congo,Poto-Poto,Quartier ,
10951,Côte d\'Ivoire,Potou ,,
10952,Maine-et-Loire ; France,Pouancé ,,
10953,"Nouvelle-Calédonie, Île de la",Pouébo ,,
10954,"Nouvelle-Calédonie, Île de la",Pouembout ,,
10955,"Nouvelle-Calédonie, Île de la",Pouéo ,,
10956,Nièvre ; France,Pougny ,,
10957,Italie,Pouilles,Région géographique ,
10958,Tarn ; France,Poulan-Pouzols ,,
10959,Vietnam,Poulo Canton,Île ,
10960,Vietnam,Poulo Condor,Île ,
10961,Birmanie,Poulo Tavay,Île ,
10962,"Nouvelle-Calédonie, Île de la",Poum ,,
10963,Inde,Pounah ,,
10964,Sénégal,Poundioum ,,
10965,République du Congo,Pounga ,,
10966,Moselle ; France,Pournoy-la-Grasse ,,
10967,Creuse ; France,Poussanges ,,
10968,Cambodge,Poŭthĭchĕntŏng ,,
10969,Cambodge,Poŭthĭsăt ,,
10970,Cambodge,Poŭthĭsăt,Province ,
10971,Sénégal,Pout ,,
10972,"Nouvelle-Calédonie, Île de la",Poya ,,
10973,Pologne,Poznan ,,
10974,Aude ; France,Pradelles-Cabardès ,,
10975,Haute-Loire ; France,Pradelles ,,
10976,Aveyron ; France,Prades-Salars ,,
10977,République Tchèque,Prague ,,
10978,République Tchèque,Praha ,,
10979,"Cap Vert, Archipel du",Praia ,,
10980,Canada,Prairie-de-la-Madeleine,Seigneurie ,
10981,Charente ; France,Pranzac ,,
10982,Lusignan ; Vienne ; France,Pranzay ,,
10983,"Sainte-Lucie, Île",Praslin ,,
10984,Ariège ; France,Prat-Bonrepaux ,,
10985,Algérie,Praxbourg ,,
10986,Gironde ; France,Préchac ,,
10987,Yonne ; France,Précy-le-Sec ,,
10988,Brassy ; Nièvre ; France,Prélard ,,
10989,Aisne ; France,Prémont ,,
10990,Slovaquie,Presbourg ,,
10991,"Saint-Claude ; Guadeloupe, Île de la",Presbytère du Parc,Habitation ,
10992,Pennsylvanie ; États-Unis,Presqu\île,Fort ,
10993,,Preußen,,
10994,Algérie,Prévost-Paradol ,,
10995,Cambodge,Prey Chhor ,,
10996,Cambodge,Prey Khmer ,,
10997,Cambodge,Prey Nób ,,
10998,Cambodge,Prey Nop ,,
10999,Cambodge,Prey Veng ,,
11000,Cambodge,Prey Veng,Province ,
11001,"Sumatra, Île de",Priaman ,,
11002,,Prignac-et-Cazelle,,
11003,Gironde ; France,Prignac-et-Marcamps ,,
11004,Dordogne ; France,Prigonrieux ,,
11005,Canada,Prince-Édouard,Île du ,
11006,Ardèche ; France,Privas ,,
11007,,Proche-Orient,Région géographique,
11008,Puy-de-Dôme ; France,Prondines ,,
11009,"Nouvelle-Calédonie, Île de la",Prony,Baie du ,
11010,Guyane française,Prouac,Cours d\eau ,
11011,France,Provence,Région géographique ,
11012,Colombie,Providence,Île ,
11013,Colombie,Providencia,Île ,
11014,,Provinces-Unies,,
11015,Seine-et-Marne ; France,Provins ,,
11016,Algérie,Prudhon ,,
11017,Suisse,Pruntrut ,,
11018,,Prusse,,
11019,Inde,Puducherry ,,
11020,Hérault ; France,Puéchabon ,,
11021,Venezuela,Puerto Cabello ,,
11022,Chili,Puerto del Hambre ,,
11023,"Saint-Domingue, Île de",Puerto Plata ,,
11024,Italie ; Région,Puglia ,,
11025,Espagne,Puigcerda ,,
11026,Aude ; France,Puilaurens ,,
11027,Loiret ; France,Puiseaux ,,
11028,Gironde ; France,Puisseguin ,,
11029,Oise ; France,Puits-la-Vallée ,,
11030,Inde,Pune ,,
11031,République du Congo,Punta Negra ,,
11032,Guinée équatoriale,Punta Yeke ,,
11033,Cambodge,Pursat ,,
11034,Cambodge,Pursat,Province ,
11035,Moselle ; France,Puttelange-aux-Lacs ,,
11036,Moselle ; France,Puttelange-lès-Thionville ,,
11037,Moselle ; France,Puttelange ,,
11038,France,Puy-de-Dôme,Département ,
11039,Oise ; France,Puy-la-Vallée ,,
11040,Tarn ; France,Puycelci ,,
11041,Tarn-et-Garonne ; France,Puylagarde ,,
11042,Tarn-et-Garonne ; France,Puylaroque ,,
11043,France,Pyrénées-Atlantiques,Département ,
11044,France,Pyrénées-Orientales,Département ,
11045,Espagne/France,Pyrénées,Massif des ,
11046,Chine,Qiongshan ,,
11047,Chine,Quang-Tcheou ,,
11048,Vietnam,Quang Binh,Province ,
11049,Vietnam,Quang Binh ,,
11050,Vietnam,Quang Dai ,,
11051,Vietnam,Quang Hoa ,,
11052,Vietnam,Quang Khe ,,
11053,Vietnam,Quang Nam,Province ,
11054,Vietnam,Quang Ngai/Qui Nhon,Voie ferrée ,
11055,Vietnam,Quang Ngai/Tourane,Voie ferrée ,
11056,Vietnam,Quang Ngai,Province ,
11057,Vietnam,Quang Ngai ,,
11058,Vietnam,Quang Nghia ,,
11059,Chine,Quang Si,Province ,
11060,Vietnam,Quang Trach ,,
11061,Vietnam,Quang Tri/Tourane,Voie ferrée ,
11062,Vietnam',Quang Tri/Vinh,Voie ferrée ,
11063,Vietnam,Quang Tri,Province ,
11064,Vietnam,Quang Tri ,,
11065,Vietnam,Quang Uyen ,,
11066,Vietnam,Quang Xuong ,,
11067,Vietnam,Quang Yen,Province ,
11068,Vietnam,Quang Yen ,,
11069,Vietnam,Quan Hoa ,,
11070,"Martinique, Île de la",Quartier-Monsieur ,,
11071,"Saint-Domingue, Île de",Quartier-Morin ,,
11072,"Martinique, Île de la",Quartier au Vent,Région géographique ,
11073,Ardennes ; France,Quatre-Champs ,,
11074,Vietnam,Qua Giang ,,
11075,Canada,Québec ,,
11076,Canada,Québec,Province ,
11077,Malaisie,Queda ,,
11078,France,Quercy,Région géographique ,
11079,Somme ; France,Quesnoy-le-Montant ,,
11080,Somme ; France,Quesnoy-sur-Airaines ,,
11081,Nord ; France,Quesnoy-sur-Deûle ,,
11082,Algérie,Quessaïa ,,
11083,Morbihan ; France,Quiberon ,,
11084,Finistère ; France,Quimperlé ,,
11085,Finistère ; France,Quimper ,,
11086,Côte-d\'Or ; France,Quincey ,,
11087,Haute-Saône ; France,Quincey ,,
11088,Doubs ; France,Quingey ,,
11089,Vietnam,Quinhan ,,
11090,Maine ; États-Unis,Quinibiqui,Cours d\eau ,
11091,Jura ; France,Quintigny ,,
11092,Côtes-d\'Armor ; France,Quintin ,,
11093,Équateur,Quito ,,
11094,,Quito,Royaume,
11095,Vietnam,Qui Chau ,,
11096,Vietnam,Qui Hau Phuong ,,
11097,Vietnam,Qui Nhan ,,
11098,Vietnam,Qui Nhon/Tourane,Voie ferrée ,
11099,Vietnam,Qui Nhon//Tuy Hoa,Voie ferrée ,
11100,Vietnam,Qui Nhon ,,
11101,Vietnam,Quoc Oai ,,
11102,Vietnam,Quynh Coi ,,
11103,Vietnam,Quynh Luu ,,
11104,Tarn ; France,Rabastens ,,
11105,Maroc,Rabat ,,
11106,Algérie,Rabelais ,,
11107,Algérie,Rabta ,,
11108,Algérie,Rachgoun,Île ,
11109,Vietnam,Rach Gia,Province ,
11110,Vietnam,Rach Gia ,,
11111,Vietnam,Rach Lang,Canal ,
11112,Eure ; France,Radepont ,,
11113,Algérie,Radjeta ,,
11114,Algérie,Radjeta,Cours d\eau ,
11115,Aube ; France,Radonvilliers ,,
11116,République centrafricaine,Rafaï ,,
11117,République centrafricaine,Rafaï,Subdivision ,
11118,Algérie,Rafana ,,
11119,Algérie,Ragouba ,,
11120,Croatie,Raguse ,,
11121,Érythrée,Rahayta ,,
11122,Érythrée,Raheita ,,
11123,Algérie,Rahmenia ,,
11124,Algérie,Rahouia ,,
11125,Algérie,Raïcha ,,
11126,Pyrénées-Orientales ; France,Railleu ,,
11127,Vosges ; France,Rainville ,,
11128,Algérie,Raïs Hamidou ,,
11129,Birmanie,Rakhine ,,
11130,Inde,Ramataly ,,
11131,Var ; France,Ramatuelle ,,
11132,Vosges ; France,Rambervillers ,,
11133,Yvelines ; France,Rambouillet ,,
11134,Algérie,Ramdane Djamel ,,
11135,"Martinique, Île de la",Ramiers,Îlet aux ,
11136,"Martinique, Île de la",Ramiers,Îlet à ,
11137,Vosges ; France,Ramonchamp ,,
11138,Haute-Garonne ; France,Ramonville-Saint-Agne ,,
11139,Loiret ; France,Ramoulu ,,
11140,Charente ; France,Rancogne ,,
11141,Puy-de-Dôme ; France,Randan ,,
11142,Algérie,Randon ,,
11143,Birmanie,Rangoon ,,
11144,Birmanie,Rangoon,Cours d\eau ,
11145,Allemagne,Ranschbach ,,
11146,Haut-Rhin ; France,Ranspach-le-Bas ,,
11147,Haut-Rhin ; France,Ranspach-le-Haut ,,
11148,Haut-Rhin ; France,Ranspach ,,
11149,Vosges ; France,Raon-aux-Bois ,,
11150,Vosges ; France,Raon-l\Étape ,,
11151,Vosges ; France,Raon-sur-Plaine ,,
11152,Sénégal,Rao ,,
11153,Italie,Rapallo ,,
11154,Vietnam,Rapides,Canal des ,
11155,Meuse ; France,Rarécourt ,,
11156,Algérie,Rassira ,,
11157,Allemagne,Rastadt ,,
11158,Allemagne,Rastatt ,,
11159,Algérie,Ras Acrata ,,
11160,Algérie,Ras Aïn Snob ,,
11161,Djibouti,Ras Ali,Cap ,
11162,Algérie,Ras Debaa ,,
11163,Djibouti,Ras Doumeira ,,
11164,Djibouti,Ras Douméra,Cap ,
11165,Algérie,Ras El Aïoun ,,
11166,Algérie,Ras El Akba ,,
11167,Algérie,Ras El Conater,Cap ,
11168,Algérie,Ras El Ma ,,
11169,Algérie,Ras El Oued ,,
11170,Algérie,Ras Seguin ,,
11171,Allemagne,Ratisbonne ,,
11172,Guinée,Ratoma ,,
11173,Manche ; France,Rauville-la-Bigot ,,
11174,Manche ; France,Rauville-la-Place ,,
11175,Nièvre ; France,Raveau ,,
11176,Yonne ; France,Ravières ,,
11177,"Vallière ; Saint-Domingue, Île de",Ravine-à-Mulâtre ,,
11178,Saint-Domingue Île de,Ravine à Cornets ,,
11179,Saint-Domingue ïle de,Ravine à Vignier ,,
11180,"Guadeloupe, Île de la",Ravine Gardel,Cours d\eau ,
11181,Liban,Rayak ,,
11182,Vietnam,Ra Rang ,,
11183,Tarn ; France,Réalmont ,,
11184,Cambodge,Ream,Baie de ,
11185,Algérie,Rebaïa ,,
11186,Algérie,Rebeval ,,
11187,Algérie,Rechaïga ,,
11188,Brésil,Recife ,,
11189,Haute-Marne ; France,Récourt-la-Côte ,,
11190,Haute-Marne ; France,Récourt ,,
11191,Algérie,Redjaouna Techt ,,
11192,Algérie,Redjas El Ferada ,,
11193,Ille-et-Vilaine ; France,Redon ,,
11194,États-Unis,Red River,Cours d\eau ,
11195,"Terre-Neuve, Île de",Reel,Cap ,
11196,,Régence d\Alger,,
11197,Allemagne,Regensburg ,,
11198,Algérie,Reggan ,,
11199,Italie,Reggio-Emilia ,,
11200,Italie,Reggio nell’Emilia ,,
11201,Italie,Reggio ,,
11202,Algérie,Réghaïa ,,
11203,Algérie,Reghaïa,Cours d\eau ,
11204,Guyane française,Régina ,,
11205,Manche ; France,Regnéville-sur-Mer ,,
11206,Algérie,Reguegma ,,
11207,Haut-Rhin ; France,Réguisheim ,,
11208,Algérie,Reibell ,,
11209,Bas-Rhin ; France,Reichshoffen ,,
11210,Marne ; France,Reims-la-Brûlée ,,
11211,Marne ; France,Reims ,,
11212,Algérie,Relais-Seigle ,,
11213,Algérie,Relizane ,,
11214,Algérie,Relizane,Arrondissement ,
11215,Gabon,Rembo N\Komi,Cours d\eau ,
11216,Gabon,Rembo,Royaume ,
11217,Algérie,Remchi ,,
11218,Algérie,Remchi,Commune mixte ,
11219,Côte-d’Or ; France,Remilly-sur-Tille ,,
11220,Guyane française,Remire-Montjoly ,,
11221,Guyane française,Remire-Montjoly ,,
11222,Vosges ; France,Remiremont ,,
11223,Guyane française,Rémire ,,
11224,Guyane française,Rémire,Îlets de ,
11225,Guyane française,Remontabo,Montagne ,
11226,Belgique,Renaix ,,
11227, Algérie,Renan ,,
11228,Algérie,Renault ,,
11229,Allemagne,Renchen ,,
11230,Algérie,Rénier ,,
11231,Ille-et-Vilaine ; France,Rennes ,,
11232,Aisne ; France,Renneval ,,
11233,Canada,Repentigny,Seigneurie ,
11234,"Martinique, Île de la",République-Ville ,,
11235,,République centrafricaine,,
11236,,République démocratique du Congo,,
11237,,République des Maldives,,
11238,,République des Philippines,,
11239,,République dominicaine,,
11240,,République du Congo,,
11241,,République ligurienne,,
11242,Aveyron ; France,Réquista ,,
11243,Ardennes ; France,Rethel-Mazarin ,,
11244,Ardennes ; France,Rethel ,,
11245,Somme France,Rethonvillers ,,
11246,Indre ; France,Reuilly ,,
11247,France,Réunion,Département ,
11248,"Mascareignes, Îles",Réunion,Île de la ,
11249,Haute-Garonne ; France,Revel ,,
11250,Pyrénées-Orientales ; France,Reynès ,,
11251,Tarn-et-Garonne ; France,Reyniès ,,
11252,Loire-Atlantique ; France,Rezé ,,
11253,Charente-Maritime ; France,Ré,Île de ,
11254,,Rhadamès,,
11255,Algérie,Rhar Roubane ,,
11256,Libye,Rhat ,,
11257,Allemagne ; Région historique,Rheinland ,,
11258,Allemagne,Rhénanie,Région géographique ,
11259,Suisse/Pays-Bas,Rhin,Cours d\eau ,
11260,Algérie,Rhira,Commune mixte ,
11261,,Rhodésie du Sud,,
11262,Grèce,Rhodes,Île de ,
11263,"Rhodes, Île de",Rhodes ,,
11264,,Rhode Island and Providence Plantations,Colonie britannique,
11265,,Rhode Island,Colonie britannique,
11266,États-Unis,Rhode Island,État ,
11267,Suisse/France,Rhône,Cours d\eau ,
11268,France,Rhône,Département ,
11269,Sénégal,Rhor ,,
11270,Algérie,Rhumel,Cours d\eau ,
11271,Algérie,Rhumel,Vallée du ,
11272,Var ; France,Rians ,,
11273,Oise ; France,Ribécourt-Dreslincourt ,,
11274,Aisne ; France,Ribemont ,,
11275,Dordogne ; France,Ribérac ,,
11276,Sénégal,Richard-Toll ,,
11277,Algérie,Richelieu ,,
11278,Canada,Richelieu,Cours d\eau ,
11279,Indre-et-Loire ; France,Richelieu ,,
11280,"Basse-Terre ; Guadeloupe, Île de la",Richepance,Fort ,
11281,"Basse-Terre ; Guadeloupe, Île de la",Richepanse,Fort ,
11282,Haut-Rhin ; France,Riedisheim ,,
11283,Haute-Garonne ; France,Rieux ,,
11284,Alpes-de-Haute-Provence ; France,Riez ,,
11285,Algérie,Riff ,,
11286,Maroc,Rif,Région géographique ,
11287,Algérie,Righa ,,
11288,Algérie,Righia ,,
11289,Gers ; France,Riguepeu ,,
11290,Pays-Bas,Rijswijk ,,
11291,Ardennes ; France,Rilly-sur-Aisne ,,
11292,Ariège ; France,Rimont ,,
11293,Cantal ; France,Riom-ès-Montagnes ,,
11294,Drôme ; France,Rioms ,,
11295,Puy-de-Dôme ; France,Riom ,,
11296,Charente ; France,Rioux-Martin ,,
11297,Algérie,Riou,Cours d\eau ,
11298,États-Unis/Mexique,Rio Bravo,Cours d\eau ,
11299,Guinée-Bissau,Rio Cacine,Estuaire ,
11300,Guinée-Bissau,Rio Cacine,Région géographique ,
11301,Guinée-Bissau,Rio Cassini,Estuaire ,
11302,Guinée-Bissau,Rio Cassini,Région géographique ,
11303,Guinée,Rio Compony,Cours d\eau ,
11304,Guinée Bissau,Rio Corubal,Cours d\eau ,
11305,Brésil,Rio de Janeiro ,,
11306,Colombie,Rio de la Hacha,Cours d\eau ,
11307,,Rio de la Plata,Colonie espagnole,
11308,Argentine/Uruguay,Rio de la Plata,Estuaire du ,
11309,Guinée-Bissau,Rio Geba,Estuaire ,
11310,États-Unis/Mexique,Rio Grande,Cours d\eau ,
11311,Guinée/Guinée Bissau,Rio Grande,Cours d\eau ,
11312,Guinée,Rio Kapachez,Cours d\eau ,
11313,Guinée,Rio Kapatchez,Cours d\eau ,
11314,Guinée équatoriale,Rio Muni,Estuaire ,
11315,Colombie/Brésil,Rio Negro,Cours d\eau ,
11316,Guinée,Rio Nunez,Cercle ,
11317,Guinée,Rio Nunez,Cours d\eau ,
11318,Guinée,Rio Nunez,Région géographique ,
11319,Guinée,Rio Pongo,Cercle ,
11320,Guinée,Rio Pongo,Estuaire ,
11321,Guinée,Rio Pongo,Région géographique ,
11322,Algérie,Rio Salado ,,
11323,Algérie,Rio Salado,Cours d\eau ,
11324,Sénégal,Rip,Région géographique ,
11325,Canada,Ristigouche,Fort ,
11326,Bas-Rhin ; France,Rittershoffen ,,
11327,Canada,River Hébert ,,
11328,Algérie,Rivet ,,
11329,Waterford ; Pennsylvanie ; États-Unis,Rivière-aux-Boeufs,Fort ,
11330,"Martinique, Île de la",Rivière-Blanche ,,
11331,Canada,Rivière-des-Habitants ,,
11332,"Sainte-Marie ; Réunion, Île de la",Rivière-des-Pluies ,,
11333,Canada,Rivière-du-Loup ,,
11334,"Maurice, Île",Rivière-du-Rempart ,,
11335,Canada,Rivière-Duchesne,Seigneurie ,
11336,"Martinique, Île de la",Rivière-Lézard ,,
11337,Canada,Rivière-Ouelle,Seigneurie ,
11338,"Martinique, Île de la",Rivière-Pilote/Rivière-Salée,Route ,
11339,"Martinique, Île de la",Rivière-Pilote/Sainte-Luce,Route ,
11340,"Martinique, Île de la",Rivière-Pilote ,,
11341,Canada,Rivière-Saint-Jean,Fort ,
11342,"Saint George ; Grenade, Île de",Rivière-Saint-Jean,Habitation ,
11343,"Martinique, Île de la",Rivière-Salée/Sainte-Luce,Route ,
11344,"Martinique, Île de la",Rivière-Salée ,,
11345,"Gourbeyre ; Guadeloupe, Île de la",Rivière-Sens,Quartier ,
11346,Afrique,Rivières du Sud,Colonie française ,
11347,Afrique,Rivières du Sud,Établissements ,
11348,Alabama ; États-Unis,Rivière aux Chiens,Cours d\eau ,
11349,"Guadeloupe, Île de la",Rivière aux Herbes,Cours d\eau ,
11350,Vermont ; États-Unis,Rivière aux Loutres,Cours d\eau ,
11351,"Guadeloupe, Île de la",Rivière à Colas,Cours d\eau ,
11352,Ohio ; États-Unis,Rivière à la Roche,Cours d\eau ,
11353,Tennessee ; États-Unis,Rivière à Margot,Cours d\eau ,
11354,Guyane française,Rivière Blanche,Cours d\eau ,
11355,Ohio ; États-Unis,Rivière Blanche,Cours d\eau ,
11356,"Saint-Domingue, Île de",Rivière Blanche,Cours d\eau ,
11357,"Martinique, Île de la",Rivière Capot,Cours d\eau ,
11358,Canada,Rivière des Canards,Cours d\eau ,
11359,États-Unis,Rivière des Cherakis,Cours d\eau ,
11360,États-Unis,Rivière des Chéraquis,Cours d\eau ,
11361,"Réunion, Île de la",Rivière des Galets,Cours d\eau ,
11362,"Martinique, Île de la",Rivière des Lézards,Cours d\eau ,
11363,"Saint-Domingue, Île de",Rivière des Matheux,Cours d\eau ,
11364,États-Unis,Rivière des Missouris,Cours d\eau ,
11365,États-Unis,Rivière des Ouabaches,Cours d\eau ,
11366,États-Unis,Rivière des Paskagoulas,Cours d\eau ,
11367,"Guadeloupe, Île de la",Rivière des Pères,Cours d\eau ,
11368,"Martinique, Île de la",Rivière des Pères,Cours d\eau ,
11369,États-Unis,Rivière des Yasous,Cours d\eau ,
11370,Guyane française,Rivière de Cayenne,Cours d\eau ,
11371,"Guadeloupe, Île de la",Rivière de la Digue,Cours d\eau ,
11372,Colombie,Rivière de la Hache,Cours d\eau ,
11373,"Réunion, Île de la",Rivière de l\Est,Cours d\eau ,
11374,Texas/Louisiane ; États-Unis,Rivière de Marne,Cours d\eau ,
11375,Sierra Leone,Rivière de Sierra Leone,Estuaire ,
11376,"Saint-Domingue, Île de",Rivière Dormante,Cours d\eau ,
11377,"Réunion, Île de la",Rivière du Butor,Cours d\eau ,
11378,"Guadeloupe, Île de la",Rivière du Coin,Cours d\eau ,
11379,"Martinique, Île de la",Rivière du Fort,Cours d\eau ,
11380,"Martinique, Île de la",Rivière du Galion,Cours d\eau ,
11381,"Martinique, Île de la",Rivière du Lézard,Cours d\eau ,
11382,"Réunion, île de la",Rivière du Mât,Cours d\eau ,
11383,États-Unis/Mexique,Rivière du Nord,Cours d\eau ,
11384,"Maurice, Île",Rivière du Rempart,Cours d\eau ,
11385,Canada,Rivière du Sud,Cours d\eau ,
11386,"Maurice, Île",Rivière du Tombeau,Cours d\eau ,
11387,Louisiane ; États-Unis,Rivière d\Iberville,Cours d\eau ,
11388,"Saint-Domingue, Île de",Rivière Froide,Plaine de la ,
11389,Saint-Domingue ; Île-de,Rivière Galois,Cours d\eau ,
11390,"Saint-Domingue, Île de",Rivière Grise,Cours d\eau ,
11391,"Martinique, Île de la",Rivière Madame,Cours d\eau ,
11392,"Guadeloupe, Île de la",Rivière Mahault,Cours d\eau ,
11393,"Saint-Domingue, Île de'",Rivière Momance,Cours d\eau ,
11394,"Martinique, Île de la",Rivière Monsieur,Cours d\eau ,
11395,"Saint-Joseph ; Martinique, Île de la",Rivière Monsieur,Habitation ,
11396,Colombie/Brésil,Rivière Noire,Cours d\eau ,
11397,"Maurice, Île",Rivière Noire,District ,
11398,"Maurice, Île",Rivière Profonde,Cours d\eau ,
11399,"Guadeloupe, Île de la",Rivière Rouge,Cours d\eau ,
11400,Texas/Louisiane ; États-Unis,Rivière Rouge,Cours d\eau ,
11401,"Guadeloupe, Île de la",Rivière Salée,Bras de mer ,
11402,"Guadeloupe, Île de la",Rivière Sens,Cours d\eau ,
11403,Algérie,Rivière ,,
11404,Algérie,Rivoli ,,
11405,Loire ; France,Roanne ,,
11406,Algérie,Robertville ,,
11407,Algérie,Robe ,,
11408,"Martinique, Île de la",Rochambeau/Saint-Pierre,Route ,
11409,"Martinique, Île de la",Rochambeau ,,
11410,Creuse ; France,Rochechouart ,,
11411,Charente-Maritime ; France,Rochefort ,,
11412,Gard ; France,Rochegude ,,
11413,"Le Diamant ; Martinique, Île de la",Rocher du Diamant,Île ,
11414,Guinée,Rocher d’Alcatraz,Île ,
11415,New York ; États-Unis,Rocher Fendu,Lieu-dit ,
11416,Algérie,Rocher Noir ,,
11417,Ardèche ; France,Rochessauve ,,
11418,Roura ; Guyane française,Roche Diamant ,,
11419,Liberia,Rock Cess ,,
11420,Liberia,Rock Town ,,
11421,Aveyron ; France,Rodez ,,
11422,Grèce,Rodos,Île de ,
11423,Haute-Corse ; France,Rogliano ,,
11424,Jura ; France,Rogna ,,
11425,Moselle ; France,Rohrbach-lès-Bitche ,,
11426,Isère ; France,Roissard ,,
11427,Algérie,Roknia ,,
11428,Drôme ; France,Romans-sur-Isère ,,
11429,Drôme ; France,Romans ,,
