,Administration,NAME,Type,titre
11542,Mali,Sabouciré ,,Sabouciré (Mali)
11543,Algérie,Saboun,Cours d\'eau ,SabounCours d\eau (Algérie)
11544,Sénégal,Saboya ,,Saboya (Sénégal)
11545,Algérie,Sabra ,,Sabra (Algérie)
11546,,Sachsen',,Sachsen
11547,Californie ; États-Unis,Sacramento ,,Sacramento (Californie ; États-Unis)
11548,Mali,Sadiola ,,Sadiola (Mali)
11549,Inde,Sadras ,,Sadras (Inde)
11550,Côte-d\'Or ; France,Saffres ,,Saffres (Côte-d\Or ; France)
11551,Maroc,Safi ,,Safi (Maroc)
11552,Algérie,Safrania ,,Safrania (Algérie)
11553,Algérie,Saf Saf ,,Saf Saf (Algérie)
11554,Algérie,Saf Saf,Cours d\'eau ,Saf SafCours d\eau (Algérie)
11555,Algérie,Saf Saf,Vallée du ,Saf SafVallée du (Algérie)
11556,Sénégal,Sagata ,,Sagata (Sénégal)
11557,Bénin,Sagon ,,Sagon (Bénin)
11558,Algérie,Saguiet Er Roum ,,Saguiet Er Roum (Algérie)
11559,,Sahara espagnol',,Sahara espagnol
11560,,Sahara occidental',,Sahara occidental
11561,,Sahara,Région géographique',SaharaRégion géographique
11562,Algérie,Sahari ,,Sahari (Algérie)
11563,Algérie,Sahel ,,Sahel (Algérie)
11564,Mali,Sahel,Canal du ,SahelCanal du (Mali)
11565,Mauritanie,Sahel,Lieu-dit ,SahelLieu-dit (Mauritanie)
11566,Afrique,Sahel,Région géographique ,SahelRégion géographique (Afrique)
11567,Algérie,Sahel,Vallée du ,SahelVallée du (Algérie)
11568,Tchad,Sahr ,,Sahr (Tchad)
11569,Mali,Sah ,,Sah (Mali)
11570,Algérie,Saïda ,,Saïda (Algérie)
11571,Algérie,Saïda,Annexe ,SaïdaAnnexe (Algérie)
11572,Algérie,Saïda,Arrondissement ,SaïdaArrondissement (Algérie)
11573,Algérie,Saïda,Cercle ,SaïdaCercle (Algérie)
11574,Algérie,Saïda,Commune mixte ,SaïdaCommune mixte (Algérie)
11575,Algérie,Saïda,Département ,SaïdaDépartement (Algérie)
11576,Soudan du Sud,Saïd Baldas ,,Saïd Baldas (Soudan du Sud)
11577,Algérie,Saïghr ,,Saïghr (Algérie)
11578,Vietnam/Laos,Saigon/Vientiane,Route ,Saigon/VientianeRoute (Vietnam/Laos)
11579,Vietnam,Saigon,Cours d\'eau ,SaigonCours d\eau (Vietnam)
11580,Vietnam,Saigon,Province ,SaigonProvince (Vietnam)
11581,Vietnam,Saigon ,,Saigon (Vietnam)
11582,Algérie,Saïlet,Col de ,SaïletCol de (Algérie)
11583,Rhône ; France,Sain-Bel ,,Sain-Bel (Rhône ; France)
11584,Aisne ; France,Sains-Richaumont ,,Sains-Richaumont (Aisne ; France)
11585,Pyrénées-Atlantiques ; France,Saint-Abit ,,Saint-Abit (Pyrénées-Atlantiques ; France)
11586,Aveyron ; France,Saint-Affrique ,,Saint-Affrique (Aveyron ; France)
11587,Creuse ; France,Saint-Agnant-de-Versillat ,,Saint-Agnant-de-Versillat (Creuse ; France)
11588,Creuse ; France,Saint-Agnant-près-Crocq ,,Saint-Agnant-près-Crocq (Creuse ; France)
11589,Meuse ; France,Saint-Agnant-sous-les-Côtes ,,Saint-Agnant-sous-les-Côtes (Meuse ; France)
11590,Charente-Maritime ; France,Saint-Agnant ,,Saint-Agnant (Charente-Maritime ; France)
11591,Meuse ; France,Saint-Agnant ,,Saint-Agnant (Meuse ; France)
11592,Loir-et-Cher ; France,Saint-Aignan-sur-Cher ,,Saint-Aignan-sur-Cher (Loir-et-Cher ; France)
11593,Mayenne ; France,Saint-Aignan-sur-Roë ,,Saint-Aignan-sur-Roë (Mayenne ; France)
11594,Nord ; France,Saint-Amand-les-Eaux ,,Saint-Amand-les-Eaux (Nord ; France)
11595,Cher ; France,Saint-Amand-Montrond ,,Saint-Amand-Montrond (Cher ; France)
11596,Cher ; France,Saint-Amand ,,Saint-Amand (Cher ; France)
11597,Tarn ; France,Saint-Amans-la-Bastide ,,Saint-Amans-la-Bastide (Tarn ; France)
11598,Tarn ; France,Saint-Amans-Soult ,,Saint-Amans-Soult (Tarn ; France)
11599,Haut-Rhin ; France,Saint-Amarin ,,Saint-Amarin (Haut-Rhin ; France)
11600,Ain ; France,Saint-André-de-Corcy ,,Saint-André-de-Corcy (Ain ; France)
11601,Gironde ; France,Saint-André-de-Cubzac ,,Saint-André-de-Cubzac (Gironde ; France)
11602,Algérie,Saint-André-de-Mers-El-Kébir ,,Saint-André-de-Mers-El-Kébir (Algérie)
11603,Loire-Atlantique ; France,Saint-André-des-Eaux ,,Saint-André-des-Eaux (Loire-Atlantique ; France)
11604,Isère ; France,Saint-André-en-Royans ,,Saint-André-en-Royans (Isère ; France)
11605,Isère ; France,Saint-André-le-Gaz ,,Saint-André-le-Gaz (Isère ; France)
11606,Algérie,Saint-André ,,Saint-André (Algérie)
11607,Côte d\'Ivoire,Saint-André,Cours d\'eau ,Saint-AndréCours d\eau (Côte d\Ivoire)
11608,Guyana,Saint-André,Fort ,Saint-AndréFort (Guyana)
11609,Isère ; France,Saint-André ,,Saint-André (Isère ; France)
11610,"Réunion, Île de la",Saint-André ,,Saint-André (RéunionÎle de la)
11611,Vincennes ; Indiana ; États-Unis,Saint-Ange,Fort ,Saint-AngeFort (Vincennes ; Indiana ; États-Unis)
11612,Lot-et-Garonne ; France,Saint-Antoine-de-Ficalba ,,Saint-Antoine-de-Ficalba (Lot-et-Garonne ; France)
11613,Algérie,Saint-Antoine ,,Saint-Antoine (Algérie)
11614,"Cuba, Île de",Saint-Antoine,Cap ,Saint-AntoineCap (CubaÎle de)
11615,Brésil,Saint-Antoine,Fort ,Saint-AntoineFort (Brésil)
11616,Texas ; États-Unis,Saint-Antoine,Poste ,Saint-AntoinePoste (Texas ; États-Unis)
11617,Isère ; France,Saint-Arey ,,Saint-Arey (Isère ; France)
11618,Algérie,Saint-Arnaud ,,Saint-Arnaud (Algérie)
11619,Algérie,Saint-Arnaud,Arrondissement ,Saint-ArnaudArrondissement (Algérie)
11620,Yvelines ; France,Saint-Arnoult-en-Yvelines ,,Saint-Arnoult-en-Yvelines (Yvelines ; France)
11621,Dordogne ; France,Saint-Astier ,,Saint-Astier (Dordogne ; France)
11622,Alpes-Maritimes ; France,Saint-Auban ,,Saint-Auban (Alpes-Maritimes ; France)
11623,Dordogne ; France,Saint-Aubin-de-Nabirat ,,Saint-Aubin-de-Nabirat (Dordogne ; France)
11624,Manche ; France,Saint-Aubin-de-Terregatte ,,Saint-Aubin-de-Terregatte (Manche ; France)
11625,Seine-Maritime ; France,Saint-Aubin-Épinay ,,Saint-Aubin-Épinay (Seine-Maritime ; France)
11626,Mayenne ; France,Saint-Aubin-Fosse-Louvain ,,Saint-Aubin-Fosse-Louvain (Mayenne ; France)
11627,"Sainte-Marie ; Martinique, Île de la",Saint-Aubin,Îlet ,Saint-AubinÎlet (Sainte-Marie ; MartiniqueÎle de la)
11628,Algérie,Saint-Augustin ,,Saint-Augustin (Algérie)
11629,Guyane française,Saint-Augustin,Camp ,Saint-AugustinCamp (Guyane française)
11630,Charente-Maritime ; France,Saint-Augustin ,,Saint-Augustin (Charente-Maritime ; France)
11631,Canada,Saint-Augustin,Poste ,Saint-AugustinPoste (Canada)
11632,Canada,Saint-Augustin,Seigneurie ,Saint-AugustinSeigneurie (Canada)
11633,Indre-et-Loire ; France,Saint-Avertin ,,Saint-Avertin (Indre-et-Loire ; France)
11634,Moselle ; France,Saint-Avold ,,Saint-Avold (Moselle ; France)
11635,Antilles,Saint-Barthélemy,Île ,Saint-BarthélemyÎle (Antilles)
11636,Hérault ; France,Saint-Bauzille-de-la-Silve ,,Saint-Bauzille-de-la-Silve (Hérault ; France)
11637,Hérault ; France,Saint-Bauzille-de-la-Sylve ,,Saint-Bauzille-de-la-Sylve (Hérault ; France)
11638,Nièvre ; France,Saint-Benin-des-Bois ,,Saint-Benin-des-Bois (Nièvre ; France)
11639,Ille-et-Vilaine ; France,Saint-Benoît-des-Ondes ,,Saint-Benoît-des-Ondes (Ille-et-Vilaine ; France)
11640,Indre ; France,Saint-Benoît-du-Sault ,,Saint-Benoît-du-Sault (Indre ; France)
11641,"Réunion, Île de la",Saint-Benoît/Saint-Pierre,Voie ferrée ,Saint-Benoît/Saint-PierreVoie ferrée (RéunionÎle de la)
11642,"Réunion, Île de la",Saint-Benoît ,,Saint-Benoît (RéunionÎle de la)
11643,Saône-et-Loire ; France,Saint-Berain-sous-Sanvignes ,,Saint-Berain-sous-Sanvignes (Saône-et-Loire ; France)
11644,Saône-et-Loire ; France,Saint-Bérain-sur-Dheune ,,Saint-Bérain-sur-Dheune (Saône-et-Loire ; France)
11645,Haute-Loire ; France,Saint-Bérain ,,Saint-Bérain (Haute-Loire ; France)
11646,Texas ; États-Unis,Saint-Bernard,Baie de ,Saint-BernardBaie de (Texas ; États-Unis)
11647,Canada,Saint-Bernard ,,Saint-Bernard (Canada)
11648,Texas ; États-Unis,Saint-Bernard,Lac ,Saint-BernardLac (Texas ; États-Unis)
11649,Haute-Garonne ; France,Saint-Bertrand-de-Comminges ,,Saint-Bertrand-de-Comminges (Haute-Garonne ; France)
11650,"Guadeloupe, Île de la",Saint-Bertrand ,,Saint-Bertrand (GuadeloupeÎle de la)
11651,Hautes-Alpes ; France,Saint-Bonnet-en-Champsaur ,,Saint-Bonnet-en-Champsaur (Hautes-Alpes ; France)
11652,Loire ; France,Saint-Bonnet-le-Château ,,Saint-Bonnet-le-Château (Loire ; France)
11653,Charente ; France,Saint-Bonnet ,,Saint-Bonnet (Charente ; France)
11654,Ille-et-Vilaine ; France,Saint-Briac-sur-Mer ,,Saint-Briac-sur-Mer (Ille-et-Vilaine ; France)
11655,Ille-et-Vilaine ; France,Saint-Brice-en-Coglès ,,Saint-Brice-en-Coglès (Ille-et-Vilaine ; France)
11656,Morbihan ; France,Saint-Brieuc-de-Mauron ,,Saint-Brieuc-de-Mauron (Morbihan ; France)
11657,Ille-et-Vilaine ; France,Saint-Brieuc-des-Iffs ,,Saint-Brieuc-des-Iffs (Ille-et-Vilaine ; France)
11658,Côtes-d\'Armor ; France,Saint-Brieuc ,,Saint-Brieuc (Côtes-d\Armor ; France)
11659,Côtes-d\'Armor ; France,Saint-Cast-le-Guildo ,,Saint-Cast-le-Guildo (Côtes-d\Armor ; France)
11660,Lot ; France,Saint-Céré ,,Saint-Céré (Lot ; France)
11661,Cantal ; France,Saint-Cernin ,,Saint-Cernin (Cantal ; France)
11662,Bouches-du-Rhône ; France,Saint-Chamas ,,Saint-Chamas (Bouches-du-Rhône ; France)
11663,Loire ; France,Saint-Chamond ,,Saint-Chamond (Loire ; France)
11664,Canada,Saint-Charles-des-Roches,Seigneurie ,Saint-Charles-des-RochesSeigneurie (Canada)
11665,Algérie,Saint-Charles ,,Saint-Charles (Algérie)
11666,Canada,Saint-Charles,Cours d\'eau ,Saint-CharlesCours d\eau (Canada)
11667,"Basse-Terre ; Guadeloupe, Île de la",Saint-Charles,Fort ,Saint-CharlesFort (Basse-Terre ; GuadeloupeÎle de la)
11668,"Gourbeyre ; Guadeloupe, île de la",Saint-Charles,Habitation ,Saint-CharlesHabitation (Gourbeyre ; Guadeloupeîle de la)
11669,"Guadeloupe, Île de la",Saint-Charles,Montagne ,Saint-CharlesMontagne (GuadeloupeÎle de la)
11670,Lozère ; France,Saint-Chély-d\'Apcher ,,Saint-Chély-d\Apcher (Lozère ; France)
11671,Somme ; France,Saint-Christ-Briost ,,Saint-Christ-Briost (Somme ; France)
11672,Gironde ; France,Saint-Christophe-de-Double ,,Saint-Christophe-de-Double (Gironde ; France)
11673,Antilles,Saint-Christophe-et-Niévès,Îles ,Saint-Christophe-et-NiévèsÎles (Antilles)
11674,Charente ; France,Saint-Christophe ,,Saint-Christophe (Charente ; France)
11675,Antilles,Saint-Christophe,Île ,Saint-ChristopheÎle (Antilles)
11676,Remire-Montjoly ; Guyane française,Saint-Cirice,Habitation ,Saint-CiriceHabitation (Remire-Montjoly ; Guyane française)
11677,Ardèche ; France,Saint-Clair ,,Saint-Clair (Ardèche ; France)
11678,Loir-et-Cher ; France,Saint-Claude-de-Diray ,,Saint-Claude-de-Diray (Loir-et-Cher ; France)
11679,Canada,Saint-Claude ,,Saint-Claude (Canada)
11680,"Guadeloupe, Île de la",Saint-Claude ,,Saint-Claude (GuadeloupeÎle de la)
11681,Jura ; France,Saint-Claude ,,Saint-Claude (Jura ; France)
11682,Allier ; France,Saint-Clément ,,Saint-Clément (Allier ; France)
11683,Côtes-d\'Armor ; France,Saint-Clet ,,Saint-Clet (Côtes-d\Armor ; France)
11684,Algérie,Saint-Cloud ,,Saint-Cloud (Algérie)
11685,Hauts-de-Seine ; France,Saint-Cloud ,,Saint-Cloud (Hauts-de-Seine ; France)
11686,Yvelines ; France,Saint-Cloud ,,Saint-Cloud (Yvelines ; France)
11687,Ille-et-Vilaine ; France,Saint-Coulomb ,,Saint-Coulomb (Ille-et-Vilaine ; France)
11688,Hautes-Alpes ; France,Saint-Crépin ,,Saint-Crépin (Hautes-Alpes ; France)
11689,Charente ; France,Saint-Cybard ,,Saint-Cybard (Charente ; France)
11690,Algérie,Saint-Cyprien-des-Attafs ,,Saint-Cyprien-des-Attafs (Algérie)
11691,Aveyron ; France,Saint-Cyprien-sur-Dourdou ,,Saint-Cyprien-sur-Dourdou (Aveyron ; France)
11692,Yvelines ; France,Saint-Cyr-l\'École ,,Saint-Cyr-l\École (Yvelines ; France)
11693,Yvelines ; France,Saint-Cyr ,,Saint-Cyr (Yvelines ; France)
11694,Gondelour ; Inde,Saint-David,Fort ,Saint-DavidFort (Gondelour ; Inde)
11695,Loire ; France,Saint-Denis-de-Cabanne ,,Saint-Denis-de-Cabanne (Loire ; France)
11696,Loiret ; France,Saint-Denis-de-l\'Hôtel ,,Saint-Denis-de-l\Hôtel (Loiret ; France)
11697,Algérie,Saint-Denis-du-Sig ,,Saint-Denis-du-Sig (Algérie)
11698,Loiret ; France,Saint-Denis-en-Val ,,Saint-Denis-en-Val (Loiret ; France)
11699,Seine-Maritime ; France,Saint-Denis-sur-Scie ,,Saint-Denis-sur-Scie (Seine-Maritime ; France)
11700,"Réunion, Île de la",Saint-Denis/Saint-Pierre,Voie ferrée ,Saint-Denis/Saint-PierreVoie ferrée (RéunionÎle de la)
11701,"Guadeloupe, Île de la",Saint-Denis,Cours d\'eau ,Saint-DenisCours d\eau (GuadeloupeÎle de la)
11702,"Réunion, Île de la",Saint-Denis,Cours d\'eau ,Saint-DenisCours d\eau (RéunionÎle de la)
11703,Loiret ; France,Saint-Denis ,,Saint-Denis (Loiret ; France)
11704,"Réunion, Île de la",Saint-Denis ,,Saint-Denis (RéunionÎle de la)
11705,Canada,Saint-Denis,Seigneurie ,Saint-DenisSeigneurie (Canada)
11706,Seine-Saint-Denis ; France,Saint-Denis ,,Saint-Denis (Seine-Saint-Denis ; France)
11707,Ain ; France,Saint-Didier-sur-Chalaronne ,,Saint-Didier-sur-Chalaronne (Ain ; France)
11708,Ain ; France,Saint-Didier ,,Saint-Didier (Ain ; France)
11709,Vosges ; France,Saint-Dié-des-Vosges ,,Saint-Dié-des-Vosges (Vosges ; France)
11710,Vosges ; France,Saint-Dié ,,Saint-Dié (Vosges ; France)
11711,Drôme ; France,Saint-Dizier-en-Diois ,,Saint-Dizier-en-Diois (Drôme ; France)
11712,Creuse ; France,Saint-Dizier-la-Tour ,,Saint-Dizier-la-Tour (Creuse ; France)
11713,Creuse ; France,Saint-Dizier-les-Domaines ,,Saint-Dizier-les-Domaines (Creuse ; France)
11714,Creuse ; France,Saint-Dizier-Leyrenne ,,Saint-Dizier-Leyrenne (Creuse ; France)
11715,Territoire de Belfort ; France,Saint-Dizier-l\'Évêque ,,Saint-Dizier-l\Évêque (Territoire de Belfort ; France)
11716,Haute-Marne ; France,Saint-Dizier ,,Saint-Dizier (Haute-Marne ; France)
11717,"Saint-Domingue, Île de",Saint-Domingue,Colonie espagnole ,Saint-DomingueColonie espagnole (Saint-DomingueÎle de)
11718,"Saint-Domingue, Île de",Saint-Domingue,Colonie française ,Saint-DomingueColonie française (Saint-DomingueÎle de)
11719,"Saint-Domingue, Île de) -- Nord'",Saint-Domingue,Colonie française ,Saint-DomingueColonie française (Saint-DomingueÎle de) -- Nord
11720,"Saint-Domingue, Île de) -- Ouest'",Saint-Domingue,Colonie française ,Saint-DomingueColonie française (Saint-DomingueÎle de) -- Ouest
11721,"Saint-Domingue, Île de) -- Sud'",Saint-Domingue,Colonie française ,Saint-DomingueColonie française (Saint-DomingueÎle de) -- Sud
11722,Antilles,Saint-Domingue,Île de ,Saint-DomingueÎle de (Antilles)
11723,Algérie,Saint-Donat ,,Saint-Donat (Algérie)
11724,Eure ; France,Saint-Élier ,,Saint-Élier (Eure ; France)
11725,Guyane française,Saint-Élie ,,Saint-Élie (Guyane française)
11726,Ille-et-Vilaine ; France,Saint-Énogat ,,Saint-Énogat (Ille-et-Vilaine ; France)
11727,Floride ; États-Unis,Saint-Esprit,Baie du ,Saint-EspritBaie du (Floride ; États-Unis)
11728,"Cap-Breton, Île du",Saint-Esprit ,,Saint-Esprit (Cap-BretonÎle du)
11729,États-Unis,Saint-Esprit,Cours d\'eau ,Saint-EspritCours d\eau (États-Unis)
11730,"Martinique, Île de la",Saint-Esprit ,,Saint-Esprit (MartiniqueÎle de la)
11731,Seine-Maritime ; France,Saint-Étienne-du-Rouvray ,,Saint-Étienne-du-Rouvray (Seine-Maritime ; France)
11732,Hautes-Alpes ; France,Saint-Étienne-en-Dévoluy ,,Saint-Étienne-en-Dévoluy (Hautes-Alpes ; France)
11733,Rhône ; France,Saint-Étienne-la-Varenne ,,Saint-Étienne-la-Varenne (Rhône ; France)
11734,Alpes-de-Haute-Provence ; France,Saint-Étienne-les-Orgues ,,Saint-Étienne-les-Orgues (Alpes-de-Haute-Provence ; France)
11735,"Réunion, Île de la",Saint-Étienne,Cours d\'eau ,Saint-ÉtienneCours d\eau (RéunionÎle de la)
11736,Loire ; France,Saint-Étienne ,,Saint-Étienne (Loire ; France)
11737,Canada,Saint-Étienne,Seigneurie ,Saint-ÉtienneSeigneurie (Canada)
11738,Algérie,Saint-Eugène ,,Saint-Eugène (Algérie)
11739,Yonne ; France,Saint-Fargeau ,,Saint-Fargeau (Yonne ; France)
11740,Pyrénées-Atlantiques ; France,Saint-Faust ,,Saint-Faust (Pyrénées-Atlantiques ; France)
11741,Dordogne ; France,Saint-Félix-de-Bourdeilles ,,Saint-Félix-de-Bourdeilles (Dordogne ; France)
11742,Ariège ; France,Saint-Félix-de-Tournegat ,,Saint-Félix-de-Tournegat (Ariège ; France)
11743,Haute-Garonne ; France,Saint-Félix-Lauragais ,,Saint-Félix-Lauragais (Haute-Garonne ; France)
11744,Haute-Garonne ; France,Saint-Félix ,,Saint-Félix (Haute-Garonne ; France)
11745,Haute-Savoie ; France,Saint-Félix ,,Saint-Félix (Haute-Savoie ; France)
11746,Algérie,Saint-Ferdinand ,,Saint-Ferdinand (Algérie)
11747,Indre ; France,Saint-Florentin ,,Saint-Florentin (Indre ; France)
11748,Yonne ; France,Saint-Florentin ,,Saint-Florentin (Yonne ; France)
11749,Cantal ; France,Saint-Flour ,,Saint-Flour (Cantal ; France)
11750,Rhône ; France,Saint-Fons ,,Saint-Fons (Rhône ; France)
11751,Charente ; France,Saint-Fraigne ,,Saint-Fraigne (Charente ; France)
11752,Roura ; Guyane française,Saint-François-Xavier,Habitation ,Saint-François-XavierHabitation (Roura ; Guyane française)
11753,Canada,Saint-François ,,Saint-François (Canada)
11754,Missouri/Arkansas ; États-Unis,Saint-François,Cours d\'eau ,Saint-FrançoisCours d\eau (Missouri/Arkansas ; États-Unis)
11755,Arkansas ; États-Unis,Saint-François,Fort ,Saint-FrançoisFort (Arkansas ; États-Unis)
11756,"Guadeloupe, Île de la",Saint-François ,,Saint-François (GuadeloupeÎle de la)
11757,Canada,Saint-François,Lac ,Saint-FrançoisLac (Canada)
11758,"Basse-Terre ; Guadeloupe, Île de la",Saint-François,Quartier ,Saint-FrançoisQuartier (Basse-Terre ; GuadeloupeÎle de la)
11759,Canada,Saint-François,Seigneurie ,Saint-FrançoisSeigneurie (Canada)
11760,New York ; États-Unis,Saint-Frédéric,Fort ,Saint-FrédéricFort (New York ; États-Unis)
11761,Charente-Maritime ; France,Saint-Froult ,,Saint-Froult (Charente-Maritime ; France)
11762,Loire ; France,Saint-Galmier ,,Saint-Galmier (Loire ; France)
11763,Haute-Garonne ; France,Saint-Gaudens ,,Saint-Gaudens (Haute-Garonne ; France)
11764,Loire ; France,Saint-Genis-Terrenoire ,,Saint-Genis-Terrenoire (Loire ; France)
11765,Isère ; France,Saint-Geoire-en-Valdaine ,,Saint-Geoire-en-Valdaine (Isère ; France)
11766,Mayenne ; France,Saint-Georges-Buttavent ,,Saint-Georges-Buttavent (Mayenne ; France)
11767,Manche ; France,Saint-Georges-de-Bohon ,,Saint-Georges-de-Bohon (Manche ; France)
11768,Ghana,Saint-Georges-de-la-Mine,Fort ,Saint-Georges-de-la-MineFort (Ghana)
11769,Aveyron ; France,Saint-Georges-de-Luzençon ,,Saint-Georges-de-Luzençon (Aveyron ; France)
11770,Guyane française,Saint-Georges-de-l’Oyapock ,,Saint-Georges-de-l’Oyapock (Guyane française)
11771,Ille-et-Vilaine ; France,Saint-Georges-de-Reintembault ,,Saint-Georges-de-Reintembault (Ille-et-Vilaine ; France)
11772,Sarthe ; France,Saint-Georges-du-Rosay ,,Saint-Georges-du-Rosay (Sarthe ; France)
11773,Haute-Loire ; France,Saint-Georges-d\'Aurac ,,Saint-Georges-d\Aurac (Haute-Loire ; France)
11774,Isère ; France,Saint-Georges-d\'Espéranche ,,Saint-Georges-d\Espéranche (Isère ; France)
11775,Sierra Leone,Saint-Georges,Baie ,Saint-GeorgesBaie (Sierra Leone)
11776,Cantal ; France,Saint-Georges ,,Saint-Georges (Cantal ; France)
11777,Guyane française,Saint-Georges ,,Saint-Georges (Guyane française)
11778,Creuse ; France,Saint-Germain-Beaupré ,,Saint-Germain-Beaupré (Creuse ; France)
11779,Tarn ; France,Saint-Germain-des-Prés ,,Saint-Germain-des-Prés (Tarn ; France)
11780,Manche ; France,Saint-Germain-des-Vaux ,,Saint-Germain-des-Vaux (Manche ; France)
11781,Yvelines ; France,Saint-Germain-en-Laye ,,Saint-Germain-en-Laye (Yvelines ; France)
11782,Ardèche ; France,Saint-Germain ,,Saint-Germain (Ardèche ; France)
11783,Haute-Saône ; France,Saint-Germain ,,Saint-Germain (Haute-Saône ; France)
11784,Meurthe-et-Moselle ; France,Saint-Germain ,,Saint-Germain (Meurthe-et-Moselle ; France)
11785,Tarn,Saint-Germain ,,Saint-Germain (Tarn)
11786,Yvelines ; France,Saint-Germain ,,Saint-Germain (Yvelines ; France)
11787,Haute-Savoie ; France,Saint-Gervais-les-Bains ,,Saint-Gervais-les-Bains (Haute-Savoie ; France)
11788,Hérault ; France,Saint-Gervais-sur-Mare ,,Saint-Gervais-sur-Mare (Hérault ; France)
11789,Gard ; France,Saint-Gervais ,,Saint-Gervais (Gard ; France)
11790,Haute-Savoie ; France,Saint-Gervais ,,Saint-Gervais (Haute-Savoie ; France)
11791,Dordogne ; France,Saint-Géry ,,Saint-Géry (Dordogne ; France)
11792,Lot ; France,Saint-Géry ,,Saint-Géry (Lot ; France)
11793,Vendée ; France,Saint-Gilles-Croix-de-Vie ,,Saint-Gilles-Croix-de-Vie (Vendée ; France)
11794,Savoie ; France,Saint-Girod ,,Saint-Girod (Savoie ; France)
11795,Gironde ; France,Saint-Girons-d\'Aiguevives ,,Saint-Girons-d\Aiguevives (Gironde ; France)
